Can I reset my online security answer?,Customer_Care_Profile_Security_Questions
Can you reset my security question?,Customer_Care_Profile_Security_Questions
Help me with security questions,Customer_Care_Profile_Security_Questions
Hi I want to know if I can change my security settings for talking to customer services over the phone?,Customer_Care_Profile_Security_Questions
Do I get anything for buying a lot?,Customer_Care_Program_Inquiry
Do you have a points program?,Customer_Care_Program_Inquiry
Frequent purchaser benefits?,Customer_Care_Program_Inquiry
If I purchase frequently will I get benefits?,Customer_Care_Program_Inquiry
Is it possible to obtain points for buys I have made in the past?,Customer_Care_Program_Inquiry
Is there a bonus group offered?,Customer_Care_Program_Inquiry
Is there a customer loyalty program of some sort available at the moment?,Customer_Care_Program_Inquiry
Is there a program that rewards me for my use?,Customer_Care_Program_Inquiry
Is there a rewards system for customers?,Customer_Care_Program_Inquiry
Loyalty rewards program?,Customer_Care_Program_Inquiry
Receive credits buys?,Customer_Care_Program_Inquiry
Reward points backdated?,Customer_Care_Program_Inquiry
Reward scheme?,Customer_Care_Program_Inquiry
Rewards frequent purchasing?,Customer_Care_Program_Inquiry
What about your loyalty program?,Customer_Care_Program_Inquiry
Are past purchases rewarded?,Customer_Care_Program_Inquiry
Are pre-purchased items eligible for rewards?,Customer_Care_Program_Inquiry
Can I get points for stuff I bought?,Customer_Care_Program_Inquiry
Can I get points on transactions I've already made?,Customer_Care_Program_Inquiry
Can I receive loyalty credit for previous acquisitions?,Customer_Care_Program_Inquiry
How do I redeem bonus points?,Customer_Care_Redeem_Points
"I have outstanding credit,please apply the loyalty points",Customer_Care_Redeem_Points
I want a reward by using my points.,Customer_Care_Redeem_Points
I want rewards with my points,Customer_Care_Redeem_Points
I want to pay points for an incentive,Customer_Care_Redeem_Points
"I wish to go about caching in my points for a purchase,can you show me how?",Customer_Care_Redeem_Points
I would like to know how to get rewards by using my credit card loyalty,Customer_Care_Redeem_Points
May I gain rewards from the current loyalty points?,Customer_Care_Redeem_Points
Pay balance with points,Customer_Care_Redeem_Points
Redeem reward points?,Customer_Care_Redeem_Points
Shop bonus points?,Customer_Care_Redeem_Points
Use mileage,Customer_Care_Redeem_Points
Use rewards towards my bill,Customer_Care_Redeem_Points
What is the procedure for redeeming my mileage?,Customer_Care_Redeem_Points
What is the process of using my credits?,Customer_Care_Redeem_Points
How do I earn rewards for my points balance?,Customer_Care_Redeem_Points
How can I use my miles?,Customer_Care_Redeem_Points
How can I exchange my points for something?,Customer_Care_Redeem_Points
Cash mileage,Customer_Care_Redeem_Points
Apply loyalty credit,Customer_Care_Redeem_Points
How can I report non authorized user?,Customer_Care_Report_Fraudulent_Use
How can I tell you if there is a suspect in the record?,Customer_Care_Report_Fraudulent_Use
Who do I tell about suspect activity?,Customer_Care_Report_Fraudulent_Use
Where to inform on a skeptical profile login?,Customer_Care_Report_Fraudulent_Use
What should I do with an unknown visitor?,Customer_Care_Report_Fraudulent_Use
What should I do to report a scam? what can I do to report unauthorized log in?,Customer_Care_Report_Fraudulent_Use
Want to report data breach,Customer_Care_Report_Fraudulent_Use
Strange activity,Customer_Care_Report_Fraudulent_Use
Someone has opened an account in my name,Customer_Care_Report_Fraudulent_Use
My account is been misused. can you assist me with this,Customer_Care_Report_Fraudulent_Use
Is there contact information to report unauthorized logins?,Customer_Care_Report_Fraudulent_Use
Is there a way to alert you to a suspicious login?,Customer_Care_Report_Fraudulent_Use
I'm worried that my savings account might have been compromised.,Customer_Care_Report_Fraudulent_Use
I want to make you aware of a case of fake login,Customer_Care_Report_Fraudulent_Use
How would I go about telling someone of unwanted usage of my account?,Customer_Care_Report_Fraudulent_Use
How to register fraud for savings or checking account?,Customer_Care_Report_Fraudulent_Use
How to inform on dubious proceedings?,Customer_Care_Report_Fraudulent_Use
How do I notify you that my account has been accessed without my permission?,Customer_Care_Report_Fraudulent_Use
Frauded login,Customer_Care_Report_Fraudulent_Use
How do I respond to texts that I do not think are true?,Customer_Care_Report_Fraudulent_Use
Can you tell me how late the stores are open till?,Customer_Care_Store_Hours
Does the store in the city center opens till 8pm on weekends?,Customer_Care_Store_Hours
How early do you open?,Customer_Care_Store_Hours
How long are you open?,Customer_Care_Store_Hours
Is the branch open now?,Customer_Care_Store_Hours
What are the business hours of the store nearest to me?,Customer_Care_Store_Hours
What are the hours of operation?,Customer_Care_Store_Hours
What are the saturday opening times for the local store?,Customer_Care_Store_Hours
What are ur opening hours?,Customer_Care_Store_Hours
What are your hous?,Customer_Care_Store_Hours
What is the opening time for the washington store?,Customer_Care_Store_Hours
What time are you closing today?,Customer_Care_Store_Hours
What time do stores close?,Customer_Care_Store_Hours
What time does the central manchester store shut on a saturday?,Customer_Care_Store_Hours
What time is your store open on saturday?,Customer_Care_Store_Hours
Are the stores open early?,Customer_Care_Store_Hours
Are you open during thanksgiving?,Customer_Care_Store_Hours
Are you open on bank holidays?,Customer_Care_Store_Hours
"Are you open on sundays, and if so what are the hours?",Customer_Care_Store_Hours
At what hour can I swing by?,Customer_Care_Store_Hours
I need help with find a store,Customer_Care_Store_Location
Can you help me find locations in the general area of downtown baltimore?,Customer_Care_Store_Location
Can you tell me about physical locations you have in new jersey?,Customer_Care_Store_Location
Do you have an office in denver?,Customer_Care_Store_Location
Find store,Customer_Care_Store_Location
Go to your company,Customer_Care_Store_Location
I want to know about a store,Customer_Care_Store_Location
I'd like to go to a store,Customer_Care_Store_Location
Is there any shopping mall around me?,Customer_Care_Store_Location
Looking for a location,Customer_Care_Store_Location
Restuarants nearby please,Customer_Care_Store_Location
Show me nearest service center,Customer_Care_Store_Location
What is the closest pharmacy?,Customer_Care_Store_Location
What is the closest store to my address?,Customer_Care_Store_Location
What is the nearest branch?,Customer_Care_Store_Location
What is the store near my zip code?,Customer_Care_Store_Location
Where are the store locations closest to davis city hall?,Customer_Care_Store_Location
Where are you located?,Customer_Care_Store_Location
Where is your office?,Customer_Care_Store_Location
Where is?,Customer_Care_Store_Location
I need to share points between two accounts,Customer_Care_Transfer_Points
Can I carry over my points?,Customer_Care_Transfer_Points
Am I able to move points?,Customer_Care_Transfer_Points
How can I move points from one account to another?,Customer_Care_Transfer_Points
How do old account points transfer to new account?,Customer_Care_Transfer_Points
How to transfer points to a new account please?,Customer_Care_Transfer_Points
I have a new account and want my points moved there,Customer_Care_Transfer_Points
Can I give my points for my friend?,Customer_Care_Transfer_Points
I would like to send my credits to a relative,Customer_Care_Transfer_Points
I'd like to transfer credits to a new account,Customer_Care_Transfer_Points
Is it possible to send my credits to a buddy?,Customer_Care_Transfer_Points
Is there any way I can move points balance to a new account?,Customer_Care_Transfer_Points
Transfer mileage,Customer_Care_Transfer_Points
What can be done to to send points?,Customer_Care_Transfer_Points
Can I have my points transferred to a different account please?,Customer_Care_Transfer_Points
Can I transfer my minutes to my wife's phone?,Customer_Care_Transfer_Points
Can I transfer to another account my points?,Customer_Care_Transfer_Points
Can you carry my points over to other account?,Customer_Care_Transfer_Points
Can you tell me how I can place my prior account points into my new account?,Customer_Care_Transfer_Points
Could you move my points total please?,Customer_Care_Transfer_Points
I wish to amend my email address please,Customer_Care_User_Profile
Can I set another email address for my account?,Customer_Care_User_Profile
Can you help me change the contact email for my account?,Customer_Care_User_Profile
Can you please make changes in my account regarding my phone contact information?,Customer_Care_User_Profile
Change mailing address,Customer_Care_User_Profile
Could you change the phone number in my profile?,Customer_Care_User_Profile
Delete a number on my account,Customer_Care_User_Profile
"I got a new number, help me edit my account",Customer_Care_User_Profile
I have a new email account and would like to change my primary contact email. how do I do this?,Customer_Care_User_Profile
I moved and have a new landline number. where do I go to update my contact information?,Customer_Care_User_Profile
I need to change my contact information.,Customer_Care_User_Profile
I need to update the email on my account,Customer_Care_User_Profile
I need to update the phone number that you have listed as my contact phone number.,Customer_Care_User_Profile
"I want to change my home address in payment associated with my account, what steps",Customer_Care_User_Profile
I will be moving next month. when do I need to give you my new address?,Customer_Care_User_Profile
I would like to change my contact information. can this be done online or do I have to come in?,Customer_Care_User_Profile
I would like to update the email for my online account,Customer_Care_User_Profile
I'm trying to change the email address associated with my account but it keeps giving me an error message can I do it with you?,Customer_Care_User_Profile
"It seems like you have my old contact phone number on file, so I would like to have it updated, with your help.",Customer_Care_User_Profile
"There is a typo in my listed email address, I need to fix it",Customer_Care_User_Profile
cheerio,goodbye
gooodbye,goodbye
ciao,goodbye
cya,goodbye
tata,goodbye
cyas,goodbye
cul8r,goodbye
laters,goodbye
later,goodbye
I'll see you later,goodbye
cu later,goodbye
talk to you soon,goodbye
talk soon,goodbye
chat soon,goodbye
goodbye,goodbye
bye,goodbye
kia ora,greetings
wassup,greetings
sup,greetings
good afternoon,greetings
morning,greetings
evening,greetings
good evening,greetings
good morning,greetings
afternoon,greetings
g'day,greetings
yeah hey,greetings
look,greetings
uummm,greetings
eyyyy,greetings
oi,greetings
yo,greetings
heyo,greetings
hi,greetings
hello,greetings
hey,greetings
cheers bigears,Thank_you
tnks,Thank_you
much appreciated,Thank_you
thankyou,Thank_you
yoink,Thank_you
thnkyoy,Thank_you
thx,Thank_you
tks,Thank_you
ty,Thank_you
cheers,Thank_you
appreciated,Thank_you
ta,Thank_you
thanks,Thank_you
Thank you,Thank_you
gg,Thank_you
